compte_courant,duree_mois,historique_credit,objectif_credit,montant_credit,epargne,emploi_depuis,taux_remboursement,statut_personnel,garants,residence_depuis,patrimoine,age,autres_credits,logement,nb_credits_banque,emploi,personnes_a_charge,telephone,travailleur_etranger,classe
< 0 DM (découvert),30,Crédits en cours remboursés,Meubles/Équipement,2406,< 100 DM,4-7 ans,4,Femme divorcée/mariée,Aucun,4,Immobilier,23,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
0-200 DM,18,Crédits en cours remboursés,Éducation,1239,Pas d'épargne,1-4 ans,4,Homme célibataire,Aucun,4,Aucun patrimoine,61,Aucun,Gratuit,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
>= 200 DM,12,Crédits en cours remboursés,Radio/Télévision,3399,Pas d'épargne,>= 7 ans,2,Homme célibataire,Aucun,3,Voiture ou autre,37,Aucun,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Non,Oui,Bon client
>= 200 DM,12,Retards de paiement passés,Voiture (neuve),2247,< 100 DM,1-4 ans,2,Femme divorcée/mariée,Aucun,2,Voiture ou autre,36,Magasins,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
Pas de compte,6,Crédits en cours remboursés,Meubles/Équipement,1766,< 100 DM,1-4 ans,1,Homme marié/veuf,Aucun,2,Épargne logement/Assurance vie,21,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
< 0 DM (découvert),18,Crédits en cours remboursés,Meubles/Équipement,2473,< 100 DM,Sans emploi,4,Homme célibataire,Aucun,1,Voiture ou autre,25,Aucun,Propriétaire,1,Sans emploi/Non qualifié (non-résident),1,Non,Oui,Mauvais client
Pas de compte,12,Crédits en cours remboursés,Business,1542,< 100 DM,4-7 ans,2,Homme célibataire,Aucun,4,Voiture ou autre,36,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
Pas de compte,18,Compte critique / autres crédits,Voiture (occasion),3850,< 100 DM,4-7 ans,3,Homme célibataire,Aucun,1,Voiture ou autre,27,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
< 0 DM (découvert),18,Crédits en cours remboursés,Meubles/Équipement,3650,< 100 DM,< 1 an,1,Femme divorcée/mariée,Aucun,4,Voiture ou autre,22,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
< 0 DM (découvert),36,Crédits en cours remboursés,Meubles/Équipement,3446,< 100 DM,>= 7 ans,4,Homme célibataire,Aucun,2,Voiture ou autre,42,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,2,Non,Oui,Mauvais client
0-200 DM,18,Crédits en cours remboursés,Meubles/Équipement,3001,< 100 DM,4-7 ans,2,Femme divorcée/mariée,Aucun,4,Immobilier,40,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,36,Crédits en cours remboursés,Voiture (neuve),3079,Pas d'épargne,1-4 ans,4,Homme célibataire,Aucun,4,Immobilier,36,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,18,Compte critique / autres crédits,Radio/Télévision,6070,< 100 DM,>= 7 ans,3,Homme célibataire,Aucun,4,Voiture ou autre,33,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
Pas de compte,10,Compte critique / autres crédits,Meubles/Équipement,2146,< 100 DM,< 1 an,1,Femme divorcée/mariée,Aucun,3,Immobilier,23,Aucun,Location,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,60,Compte critique / autres crédits,Voiture (neuve),13756,Pas d'épargne,>= 7 ans,2,Homme célibataire,Aucun,4,Aucun patrimoine,63,Banque,Gratuit,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
0-200 DM,60,Tous crédits remboursés ici,Autres,14782,100-500 DM,>= 7 ans,3,Femme divorcée/mariée,Aucun,4,Aucun patrimoine,60,Banque,Gratuit,2,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Mauvais client
< 0 DM (découvert),48,Tous crédits remboursés ici,Business,7685,< 100 DM,4-7 ans,2,Femme divorcée/mariée,Garant,4,Voiture ou autre,37,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
Pas de compte,18,Retards de paiement passés,Radio/Télévision,2320,< 100 DM,Sans emploi,2,Homme marié/veuf,Aucun,3,Immobilier,34,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,7,Retards de paiement passés,Radio/Télévision,846,Pas d'épargne,>= 7 ans,3,Homme célibataire,Aucun,4,Aucun patrimoine,36,Aucun,Gratuit,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
0-200 DM,36,Crédits en cours remboursés,Voiture (neuve),14318,< 100 DM,>= 7 ans,4,Homme célibataire,Aucun,2,Aucun patrimoine,57,Aucun,Gratuit,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Mauvais client
Pas de compte,6,Compte critique / autres crédits,Voiture (neuve),362,100-500 DM,1-4 ans,4,Femme divorcée/mariée,Aucun,4,Voiture ou autre,52,Aucun,Propriétaire,2,Non qualifié (résident),1,Non,Oui,Bon client
< 0 DM (découvert),20,Crédits en cours remboursés,Meubles/Équipement,2212,Pas d'épargne,4-7 ans,4,Homme célibataire,Aucun,4,Voiture ou autre,39,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
0-200 DM,18,Crédits en cours remboursés,Voiture (occasion),12976,< 100 DM,Sans emploi,3,Femme divorcée/mariée,Aucun,4,Aucun patrimoine,38,Aucun,Gratuit,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Mauvais client
Pas de compte,22,Crédits en cours remboursés,Voiture (neuve),1283,Pas d'épargne,4-7 ans,4,Femme divorcée/mariée,Aucun,4,Épargne logement/Assurance vie,25,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
>= 200 DM,12,Crédits en cours remboursés,Voiture (neuve),1330,< 100 DM,< 1 an,4,Homme célibataire,Aucun,1,Immobilier,26,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,30,Retards de paiement passés,Business,4272,100-500 DM,1-4 ans,2,Homme célibataire,Aucun,2,Épargne logement/Assurance vie,26,Aucun,Propriétaire,2,Non qualifié (résident),1,Non,Oui,Bon client
Pas de compte,18,Compte critique / autres crédits,Radio/Télévision,2238,< 100 DM,1-4 ans,2,Femme divorcée/mariée,Aucun,1,Voiture ou autre,25,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,18,Crédits en cours remboursés,Radio/Télévision,1126,Pas d'épargne,< 1 an,4,Femme divorcée/mariée,Aucun,2,Immobilier,21,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
0-200 DM,18,Compte critique / autres crédits,Meubles/Équipement,7374,< 100 DM,Sans emploi,4,Homme célibataire,Aucun,4,Épargne logement/Assurance vie,40,Magasins,Propriétaire,2,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
0-200 DM,15,Compte critique / autres crédits,Business,2326,500-1000 DM,1-4 ans,2,Homme célibataire,Aucun,4,Voiture ou autre,27,Banque,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,9,Crédits en cours remboursés,Business,1449,< 100 DM,4-7 ans,3,Femme divorcée/mariée,Aucun,2,Voiture ou autre,27,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,18,Crédits en cours remboursés,Voiture (neuve),1820,< 100 DM,1-4 ans,2,Homme marié/veuf,Aucun,2,Épargne logement/Assurance vie,30,Aucun,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
0-200 DM,12,Crédits en cours remboursés,Meubles/Équipement,983,>= 1000 DM,< 1 an,1,Femme divorcée/mariée,Aucun,4,Immobilier,19,Aucun,Location,1,Non qualifié (résident),1,Non,Oui,Bon client
< 0 DM (découvert),36,Crédits en cours remboursés,Voiture (neuve),3249,< 100 DM,4-7 ans,2,Homme célibataire,Aucun,4,Aucun patrimoine,39,Banque,Gratuit,1,Cadre/Indépendant/Dirigeant,2,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),6,Compte critique / autres crédits,Radio/Télévision,1957,< 100 DM,4-7 ans,1,Femme divorcée/mariée,Aucun,4,Voiture ou autre,31,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,9,Compte critique / autres crédits,Meubles/Équipement,2406,< 100 DM,Sans emploi,2,Homme célibataire,Aucun,3,Voiture ou autre,31,Aucun,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Non,Oui,Bon client
0-200 DM,39,Retards de paiement passés,Éducation,11760,100-500 DM,4-7 ans,2,Homme célibataire,Aucun,3,Aucun patrimoine,32,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),12,Crédits en cours remboursés,Meubles/Équipement,2578,< 100 DM,Sans emploi,3,Femme divorcée/mariée,Aucun,4,Aucun patrimoine,55,Aucun,Gratuit,1,Cadre/Indépendant/Dirigeant,1,Non,Oui,Bon client
< 0 DM (découvert),36,Compte critique / autres crédits,Meubles/Équipement,2348,< 100 DM,1-4 ans,3,Homme marié/veuf,Aucun,2,Épargne logement/Assurance vie,46,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
0-200 DM,12,Crédits en cours remboursés,Voiture (neuve),1223,< 100 DM,>= 7 ans,1,Homme divorcé/séparé,Aucun,1,Immobilier,46,Aucun,Location,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
Pas de compte,24,Compte critique / autres crédits,Radio/Télévision,1516,>= 1000 DM,1-4 ans,4,Femme divorcée/mariée,Aucun,1,Immobilier,43,Aucun,Propriétaire,2,Non qualifié (résident),1,Non,Oui,Bon client
Pas de compte,18,Crédits en cours remboursés,Radio/Télévision,1473,< 100 DM,< 1 an,3,Homme marié/veuf,Aucun,4,Immobilier,39,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
0-200 DM,18,Compte critique / autres crédits,Business,1887,Pas d'épargne,1-4 ans,4,Homme marié/veuf,Aucun,4,Immobilier,28,Banque,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,24,Retards de paiement passés,Business,8648,< 100 DM,< 1 an,2,Homme célibataire,Aucun,2,Voiture ou autre,27,Banque,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Mauvais client
Pas de compte,14,Retards de paiement passés,Voiture (neuve),802,< 100 DM,1-4 ans,4,Homme célibataire,Aucun,2,Voiture ou autre,27,Aucun,Propriétaire,2,Non qualifié (résident),1,Non,Oui,Bon client
0-200 DM,18,Retards de paiement passés,Voiture (neuve),2899,Pas d'épargne,>= 7 ans,4,Homme célibataire,Aucun,4,Voiture ou autre,43,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,2,Non,Oui,Bon client
0-200 DM,24,Crédits en cours remboursés,Radio/Télévision,2039,< 100 DM,< 1 an,1,Homme marié/veuf,Aucun,1,Épargne logement/Assurance vie,22,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Mauvais client
Pas de compte,24,Compte critique / autres crédits,Voiture (occasion),2197,Pas d'épargne,4-7 ans,4,Homme célibataire,Aucun,4,Voiture ou autre,43,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,2,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),15,Crédits en cours remboursés,Radio/Télévision,1053,< 100 DM,< 1 an,4,Homme marié/veuf,Aucun,2,Immobilier,27,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Non,Bon client
Pas de compte,24,Crédits en cours remboursés,Radio/Télévision,3235,500-1000 DM,>= 7 ans,3,Homme divorcé/séparé,Aucun,2,Voiture ou autre,26,Aucun,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
>= 200 DM,12,Compte critique / autres crédits,Voiture (neuve),939,500-1000 DM,4-7 ans,4,Homme marié/veuf,Aucun,2,Immobilier,28,Aucun,Propriétaire,3,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Mauvais client
0-200 DM,24,Crédits en cours remboursés,Radio/Télévision,1967,< 100 DM,>= 7 ans,4,Femme divorcée/mariée,Aucun,4,Voiture ou autre,20,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
Pas de compte,33,Compte critique / autres crédits,Voiture (occasion),7253,< 100 DM,4-7 ans,3,Homme célibataire,Aucun,2,Voiture ou autre,35,Aucun,Propriétaire,2,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
Pas de compte,12,Compte critique / autres crédits,Business,2292,< 100 DM,Sans emploi,4,Homme célibataire,Aucun,2,Voiture ou autre,42,Magasins,Propriétaire,2,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Mauvais client
Pas de compte,10,Crédits en cours remboursés,Voiture (neuve),1597,500-1000 DM,1-4 ans,3,Homme célibataire,Aucun,2,Aucun patrimoine,40,Aucun,Location,1,Non qualifié (résident),2,Non,Non,Bon client
< 0 DM (découvert),24,Crédits en cours remboursés,Voiture (neuve),1381,Pas d'épargne,1-4 ans,4,Femme divorcée/mariée,Aucun,2,Épargne logement/Assurance vie,35,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
Pas de compte,36,Compte critique / autres crédits,Voiture (occasion),5842,< 100 DM,>= 7 ans,2,Homme célibataire,Aucun,2,Épargne logement/Assurance vie,35,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,2,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),12,Crédits en cours remboursés,Voiture (neuve),2579,< 100 DM,< 1 an,4,Homme célibataire,Aucun,1,Immobilier,33,Aucun,Propriétaire,1,Non qualifié (résident),2,Non,Oui,Mauvais client
< 0 DM (découvert),18,Retards de paiement passés,Éducation,8471,Pas d'épargne,1-4 ans,1,Femme divorcée/mariée,Aucun,2,Voiture ou autre,23,Aucun,Location,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
Pas de compte,21,Crédits en cours remboursés,Voiture (neuve),2782,500-1000 DM,4-7 ans,1,Femme divorcée/mariée,Aucun,2,Voiture ou autre,31,Banque,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Non,Oui,Bon client
0-200 DM,18,Crédits en cours remboursés,Voiture (neuve),1042,Pas d'épargne,1-4 ans,4,Femme divorcée/mariée,Aucun,2,Épargne logement/Assurance vie,33,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
Pas de compte,15,Crédits en cours remboursés,Voiture (neuve),3186,>= 1000 DM,4-7 ans,2,Femme divorcée/mariée,Aucun,3,Voiture ou autre,20,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
0-200 DM,12,Crédits en cours remboursés,Voiture (occasion),2028,Pas d'épargne,1-4 ans,4,Homme célibataire,Aucun,2,Voiture ou autre,30,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
0-200 DM,12,Compte critique / autres crédits,Voiture (neuve),958,< 100 DM,4-7 ans,2,Homme célibataire,Aucun,3,Immobilier,47,Aucun,Propriétaire,2,Non qualifié (résident),2,Non,Oui,Bon client
Pas de compte,21,Retards de paiement passés,Meubles/Équipement,1591,100-500 DM,4-7 ans,4,Homme célibataire,Aucun,3,Immobilier,34,Aucun,Propriétaire,2,Cadre/Indépendant/Dirigeant,1,Non,Oui,Bon client
0-200 DM,12,Crédits en cours remboursés,Meubles/Équipement,2762,Pas d'épargne,>= 7 ans,1,Femme divorcée/mariée,Aucun,2,Épargne logement/Assurance vie,25,Banque,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Mauvais client
0-200 DM,18,Crédits en cours remboursés,Voiture (occasion),2779,< 100 DM,1-4 ans,1,Homme marié/veuf,Aucun,3,Voiture ou autre,21,Aucun,Location,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
Pas de compte,28,Compte critique / autres crédits,Radio/Télévision,2743,< 100 DM,>= 7 ans,4,Homme célibataire,Aucun,2,Voiture ou autre,29,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,18,Compte critique / autres crédits,Radio/Télévision,1149,>= 1000 DM,1-4 ans,4,Homme célibataire,Aucun,3,Immobilier,46,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,9,Crédits en cours remboursés,Meubles/Équipement,1313,< 100 DM,>= 7 ans,1,Homme célibataire,Aucun,4,Voiture ou autre,20,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
< 0 DM (découvert),18,Compte critique / autres crédits,Réparations,1190,< 100 DM,Sans emploi,2,Femme divorcée/mariée,Aucun,4,Aucun patrimoine,55,Aucun,Gratuit,3,Sans emploi/Non qualifié (non-résident),2,Non,Oui,Mauvais client
Pas de compte,5,Crédits en cours remboursés,Business,3448,< 100 DM,4-7 ans,1,Homme célibataire,Aucun,4,Immobilier,74,Aucun,Propriétaire,1,Non qualifié (résident),1,Non,Oui,Bon client
0-200 DM,24,Crédits en cours remboursés,Autres,11328,< 100 DM,1-4 ans,2,Homme célibataire,Co-demandeur,3,Voiture ou autre,29,Banque,Propriétaire,2,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Mauvais client
< 0 DM (découvert),6,Compte critique / autres crédits,Meubles/Équipement,1872,< 100 DM,Sans emploi,4,Homme célibataire,Aucun,4,Aucun patrimoine,36,Aucun,Gratuit,3,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
Pas de compte,24,Compte critique / autres crédits,Réparations,2058,< 100 DM,1-4 ans,4,Homme divorcé/séparé,Aucun,2,Immobilier,33,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),9,Crédits en cours remboursés,Meubles/Équipement,2136,< 100 DM,1-4 ans,3,Homme célibataire,Aucun,2,Immobilier,25,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
0-200 DM,12,Crédits en cours remboursés,Radio/Télévision,1484,Pas d'épargne,1-4 ans,2,Homme marié/veuf,Aucun,1,Immobilier,25,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Mauvais client
Pas de compte,6,Crédits en cours remboursés,Réparations,660,500-1000 DM,4-7 ans,2,Homme marié/veuf,Aucun,4,Immobilier,23,Aucun,Location,1,Non qualifié (résident),1,Non,Oui,Bon client
Pas de compte,24,Compte critique / autres crédits,Voiture (neuve),1287,>= 1000 DM,>= 7 ans,4,Femme divorcée/mariée,Aucun,4,Immobilier,37,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),42,Compte critique / autres crédits,Réparations,3394,< 100 DM,Sans emploi,4,Homme célibataire,Co-demandeur,4,Voiture ou autre,65,Aucun,Propriétaire,2,Sans emploi/Non qualifié (non-résident),1,Non,Oui,Bon client
>= 200 DM,12,Tous crédits remboursés ici,Business,609,< 100 DM,< 1 an,4,Femme divorcée/mariée,Aucun,1,Immobilier,26,Aucun,Propriétaire,1,Sans emploi/Non qualifié (non-résident),1,Non,Oui,Mauvais client
Pas de compte,12,Crédits en cours remboursés,Voiture (neuve),1884,< 100 DM,>= 7 ans,4,Homme célibataire,Aucun,4,Voiture ou autre,39,Aucun,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
< 0 DM (découvert),12,Crédits en cours remboursés,Meubles/Équipement,1620,< 100 DM,1-4 ans,2,Femme divorcée/mariée,Co-demandeur,3,Épargne logement/Assurance vie,30,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
0-200 DM,20,Retards de paiement passés,Autres,2629,< 100 DM,1-4 ans,2,Homme célibataire,Aucun,3,Voiture ou autre,29,Banque,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Bon client
Pas de compte,12,Crédits en cours remboursés,Éducation,719,< 100 DM,>= 7 ans,4,Homme célibataire,Aucun,4,Voiture ou autre,41,Banque,Propriétaire,1,Non qualifié (résident),2,Non,Oui,Mauvais client
0-200 DM,48,Compte critique / autres crédits,Meubles/Équipement,5096,< 100 DM,1-4 ans,2,Femme divorcée/mariée,Aucun,3,Voiture ou autre,30,Aucun,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Mauvais client
Pas de compte,9,Compte critique / autres crédits,Éducation,1244,Pas d'épargne,>= 7 ans,4,Femme divorcée/mariée,Aucun,4,Épargne logement/Assurance vie,41,Aucun,Location,2,Non qualifié (résident),1,Non,Oui,Bon client
< 0 DM (découvert),36,Crédits en cours remboursés,Voiture (neuve),1842,< 100 DM,< 1 an,4,Femme divorcée/mariée,Aucun,4,Voiture ou autre,34,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Oui (à son nom),Oui,Mauvais client
0-200 DM,7,Crédits en cours remboursés,Radio/Télévision,2576,< 100 DM,1-4 ans,2,Homme célibataire,Garant,2,Immobilier,35,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
>= 200 DM,12,Crédits en cours remboursés,Meubles/Équipement,1424,Pas d'épargne,>= 7 ans,3,Femme divorcée/mariée,Aucun,4,Immobilier,55,Aucun,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
0-200 DM,15,Retards de paiement passés,Réparations,1512,>= 1000 DM,1-4 ans,3,Homme marié/veuf,Aucun,3,Épargne logement/Assurance vie,61,Magasins,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Mauvais client
Pas de compte,36,Compte critique / autres crédits,Voiture (occasion),11054,Pas d'épargne,1-4 ans,4,Homme célibataire,Aucun,2,Voiture ou autre,30,Aucun,Propriétaire,1,Cadre/Indépendant/Dirigeant,1,Oui (à son nom),Oui,Bon client
Pas de compte,6,Crédits en cours remboursés,Radio/Télévision,518,< 100 DM,1-4 ans,3,Femme divorcée/mariée,Aucun,1,Immobilier,29,Aucun,Propriétaire,1,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
Pas de compte,12,Aucun crédit / tous remboursés,Meubles/Équipement,2759,< 100 DM,>= 7 ans,2,Homme célibataire,Aucun,4,Épargne logement/Assurance vie,34,Aucun,Propriétaire,2,Qualifié/Employé/Fonctionnaire,1,Non,Oui,Bon client
